match,match_string,match_number,team,opponent,system,player,number,position,total_distance,zone_1,zone_2,zone_3,zone_4,zone_5,high_speed_runs,sprints,top_speed,possession_build_width,possession_build_height,possession_build_distance,possession_progression_width,possession_progression_height,possession_progression_distance,possession_third_width,possession_third_height,possession_third_distance,defensive_high_width,defensive_high_height,defensive_high_distance,defensive_mid_width,defensive_mid_height,defensive_mid_distance,defensive_low_width,defensive_low_height,defensive_low_distance
Ecuador 1 - 2 Senegal,Senegal_Ecuador,35,Senegal,Ecuador,4231,DIALLO Abdou,22,CD,8911,3590.2,4142.7,687.9,440.2,49.9,74,29,28.3,51,40,18,54,35,39,43,37,53,37,34,47,38,27,37,38,23,20
Ecuador 1 - 2 Senegal,Senegal_Ecuador,35,Senegal,Ecuador,4231,GUEYE Idrissa Gana,5,FW,10677.2,3512.8,4313.6,1687,937.5,227.4,145,61,31.3,51,40,18,54,35,39,43,37,53,37,34,47,38,27,37,38,23,20
Senegal 0 - 2 Netherlands,Senegal_Netherlands,2,Senegal,Netherlands,4231,GUEYE Idrissa Gana,5,FW,11011.5,3404.8,4640.2,1787.2,1014.2,165.2,155,67,30.5,56,42,15,55,35,39,44,37,55,38,37,47,37,26,38,35,23,18
Ecuador 1 - 2 Senegal,Senegal_Ecuador,35,Senegal,Ecuador,4231,GUEYE Pape,26,CM,11438.1,3496.6,5163.2,1826.7,824.7,127,136,52,29.5,51,40,18,54,35,39,43,37,53,37,34,47,38,27,37,38,23,20
Ecuador 1 - 2 Senegal,Senegal_Ecuador,35,Senegal,Ecuador,4231,JAKOBS Ismail,14,FB,10602.2,3464.8,4754,1211.8,834.4,336.1,113,59,33.1,51,40,18,54,35,39,43,37,53,37,34,47,38,27,37,38,23,20
Ecuador 1 - 2 Senegal,Senegal_Ecuador,35,Senegal,Ecuador,4231,KOULIBALY Kalidou,3,CD,8861.6,3898.2,3402,1082,329.7,148.9,100,26,30.4,51,40,18,54,35,39,43,37,53,37,34,47,38,27,37,38,23,20
Senegal 0 - 2 Netherlands,Senegal_Netherlands,2,Senegal,Netherlands,4231,KOULIBALY Kalidou,3,CD,8634.8,3691.4,2954.8,1476.6,357.5,154.6,119,33,32.3,56,42,15,55,35,39,44,37,55,38,37,47,37,26,38,35,23,18
Senegal 0 - 2 Netherlands,Senegal_Netherlands,2,Senegal,Netherlands,4231,MENDY Nampalys,6,CM,12024.4,3517.1,5367.7,2202.9,791.2,146.7,180,55,29.5,56,42,15,55,35,39,44,37,55,38,37,47,37,26,38,35,23,18
Ecuador 1 - 2 Senegal,Senegal_Ecuador,35,Senegal,Ecuador,4231,SABALY Youssouf,21,FB,9833.5,3386.7,4192,1263.6,770.9,220.3,114,54,32.5,51,40,18,54,35,39,43,37,53,37,34,47,38,27,37,38,23,20
Senegal 0 - 2 Netherlands,Senegal_Netherlands,2,Senegal,Netherlands,4231,SABALY Youssouf,21,FB,10430.8,3345.2,4314.2,1528.1,977.4,266,140,69,31,56,42,15,55,35,39,44,37,55,38,37,47,37,26,38,35,23,18
Ecuador 1 - 2 Senegal,Senegal_Ecuador,35,Senegal,Ecuador,4231,SARR Ismaila,18,WG,10921.3,3933.9,4587,1167.5,830,403,106,66,33.6,51,40,18,54,35,39,43,37,53,37,34,47,38,27,37,38,23,20
Senegal 0 - 2 Netherlands,Senegal_Netherlands,2,Senegal,Netherlands,4231,SARR Ismaila,18,WG,10353.9,4090.8,4098.1,1277.7,628.5,259.9,113,48,35.3,56,42,15,55,35,39,44,37,55,38,37,47,37,26,38,35,23,18
Cameroon 3 - 3 Serbia,Serbia_Cameroon,29,Serbia,Cameroon,343,KOSTIC Filip,17,FB,10344.9,4053.1,3688,1521.7,695.2,387.9,129,46,33.6,55,42,19,55,33,43,44,37,54,40,39,48,41,31,40,35,29,14
Cameroon 3 - 3 Serbia,Serbia_Cameroon,29,Serbia,Cameroon,343,LUKIC Sasa,16,CM,11604.2,3795.7,4709,2138.7,816.9,143.9,175,65,30.6,55,42,19,55,33,43,44,37,54,40,39,48,41,31,40,35,29,14
Cameroon 3 - 3 Serbia,Serbia_Cameroon,29,Serbia,Cameroon,343,MAKSIMOVIC Nemanja,6,CM,11749.9,4241.7,4201.8,2030.4,874.2,400.7,169,60,31.5,55,42,19,55,33,43,44,37,54,40,39,48,41,31,40,35,29,14
Brazil 2 - 0 Serbia,Serbia_Brazil,16,Serbia,Brazil,343,MILENKOVIC Nikola,4,CD,9873.9,3669.1,4392.9,1067.4,616.1,127.4,108,42,31.6,58,38,20,60,32,42,45,36,53,40,39,49,42,29,34,37,26,19
Cameroon 3 - 3 Serbia,Serbia_Cameroon,29,Serbia,Cameroon,343,MILENKOVIC Nikola,4,CD,10377.3,3675.6,4794.3,1145.7,513.7,249.1,115,41,33.2,55,42,19,55,33,43,44,37,54,40,39,48,41,31,40,35,29,14
Brazil 2 - 0 Serbia,Serbia_Brazil,16,Serbia,Brazil,343,MILINKOVIC-SAVIC Sergej,20,FW,12306.2,3107.3,6448.4,2133.9,582.1,34.5,147,42,28.4,58,38,20,60,32,42,45,36,53,40,39,49,42,29,34,37,26,19
Cameroon 3 - 3 Serbia,Serbia_Cameroon,29,Serbia,Cameroon,343,MITROVIC Aleksandar,9,FW,9920.5,4474.1,3566.4,1251,535.7,93.3,107,40,30.4,55,42,19,55,33,43,44,37,54,40,39,48,41,31,40,35,29,14
Brazil 2 - 0 Serbia,Serbia_Brazil,16,Serbia,Brazil,343,PAVLOVIC Strahinja,2,CD,10666.2,3300.1,5321.4,1127.4,688,229.3,114,59,33.4,58,38,20,60,32,42,45,36,53,40,39,49,42,29,34,37,26,19
Brazil 2 - 0 Serbia,Serbia_Brazil,16,Serbia,Brazil,343,TADIC Dusan,10,FW,12261.6,3031.1,6123.4,2159.3,817.8,131.2,169,53,30.4,58,38,20,60,32,42,45,36,53,40,39,49,42,29,34,37,26,19
Cameroon 3 - 3 Serbia,Serbia_Cameroon,29,Serbia,Cameroon,343,TADIC Dusan,10,FW,12597.3,3246.3,6194.1,2141.5,857.9,156.2,173,53,32.3,55,42,19,55,33,43,44,37,54,40,39,48,41,31,40,35,29,14
Brazil 2 - 0 Serbia,Serbia_Brazil,16,Serbia,Brazil,343,VELJKOVIC Milos,5,CD,10282.7,3352.2,5394.3,1088.9,416.4,30.8,102,29,27,58,38,20,60,32,42,45,36,53,40,39,49,42,29,34,37,26,19
Spain 7 - 0 Costa Rica,Spain_Costa Rica,10,Spain,Costa Rica,433,AZPILICUETA Cesar,2,FB,11130.9,3716.6,5313.9,1327.9,586.6,185.9,119,50,29.9,58,37,23,59,30,42,47,33,54,38,33,50,36,24,40,37,23,18
Spain 1 - 1 Germany,Spain_Germany,28,Spain,Germany,433,BUSQUETS Sergio,5,CM,10769,3082.1,5637.6,1635.8,396.3,17.2,122,31,27.7,60,38,18,58,29,41,43,34,56,40,35,51,38,24,38,34,23,17
Japan 2 - 1 Spain,Spain_Japan,43,Spain,Japan,433,BUSQUETS Sergio,5,CM,11546,3462.6,6495.8,1182.3,361.4,43.9,115,24,28.5,57,37,21,60,26,47,48,27,63,37,34,51,36,30,41,34,20,16
Spain 1 - 1 Germany,Spain_Germany,28,Spain,Germany,433,CARVAJAL Dani,20,FB,10122.3,3544.8,4017.6,1662.1,693.4,204.5,137,58,29.5,60,38,18,58,29,41,43,34,56,40,35,51,38,24,38,34,23,17
Spain 7 - 0 Costa Rica,Spain_Costa Rica,10,Spain,Costa Rica,433,GAVI,9,CM,12822.9,3526.3,6737.1,1388.7,909.1,261.6,135,64,32,58,37,23,59,30,42,47,33,54,38,33,50,36,24,40,37,23,18
Spain 7 - 0 Costa Rica,Spain_Costa Rica,10,Spain,Costa Rica,433,LAPORTE Aymeric,24,CD,10475.9,4173.6,4911.1,961.7,271.3,158.2,88,25,33.2,58,37,23,59,30,42,47,33,54,38,33,50,36,24,40,37,23,18
Spain 1 - 1 Germany,Spain_Germany,28,Spain,Germany,433,LAPORTE Aymeric,24,CD,9845.6,3446.9,4384.2,1408.9,483.4,122.1,113,41,31.2,60,38,18,58,29,41,43,34,56,40,35,51,38,24,38,34,23,17
Spain 7 - 0 Costa Rica,Spain_Costa Rica,10,Spain,Costa Rica,433,OLMO Dani,21,WG,10102.1,3675.1,4200.4,1203.2,734.4,288.9,111,61,33.4,58,37,23,59,30,42,47,33,54,38,33,50,36,24,40,37,23,18
Spain 1 - 1 Germany,Spain_Germany,28,Spain,Germany,433,OLMO Dani,21,WG,9749.6,3229.1,3824.8,1593.1,767.3,334.4,152,63,32.1,60,38,18,58,29,41,43,34,56,40,35,51,38,24,38,34,23,17
Japan 2 - 1 Spain,Spain_Japan,43,Spain,Japan,433,OLMO Dani,21,WG,9426.1,3407.5,4125.8,1028.4,544.8,318.6,112,48,31.7,57,37,21,60,26,47,48,27,63,37,34,51,36,30,41,34,20,16
Spain 1 - 1 Germany,Spain_Germany,28,Spain,Germany,433,PEDRI,26,CM,12196.3,3021,5961.5,2425.8,611,176.8,192,52,30.5,60,38,18,58,29,41,43,34,56,40,35,51,38,24,38,34,23,17
Japan 2 - 1 Spain,Spain_Japan,43,Spain,Japan,433,PEDRI,26,CM,11856.6,3378,6105,1945.7,410.2,17.8,159,33,29,57,37,21,60,26,47,48,27,63,37,34,51,36,30,41,34,20,16
Spain 7 - 0 Costa Rica,Spain_Costa Rica,10,Spain,Costa Rica,433,RODRI,16,CD,11248.7,4070.9,5297,1217.1,539.9,123.7,124,41,29.9,58,37,23,59,30,42,47,33,54,38,33,50,36,24,40,37,23,18
Spain 1 - 1 Germany,Spain_Germany,28,Spain,Germany,433,RODRI,16,CD,10470.4,3288.7,4856.2,1494.1,645,186.4,127,44,31.5,60,38,18,58,29,41,43,34,56,40,35,51,38,24,38,34,23,17
Japan 2 - 1 Spain,Spain_Japan,43,Spain,Japan,433,RODRI,16,CD,10894.6,3702,5147.7,1322.6,508.8,212.4,129,45,32,57,37,21,60,26,47,48,27,63,37,34,51,36,30,41,34,20,16
Japan 2 - 1 Spain,Spain_Japan,43,Spain,Japan,433,TORRES Pau,4,CD,10554.6,3694.1,4933.2,1372.1,431.7,123.5,124,31,32.1,57,37,21,60,26,47,48,27,63,37,34,51,36,30,41,34,20,16
Brazil 1 - 0 Switzerland,Switzerland_Brazil,31,Switzerland,Brazil,4231,AKANJI Manuel,5,CD,9101.5,3627.9,3796.2,1024.8,491.5,160.2,101,43,34.1,55,39,19,55,32,41,44,36,53,42,38,49,39,25,37,34,22,18
Switzerland 1 - 0 Cameroon,Switzerland_Cameroon,13,Switzerland,Cameroon,4231,AKANJI Manuel,5,CD,9798.5,3789.1,4191.8,1350.2,352.7,114.6,118,29,34.3,53,40,19,53,32,44,43,37,52,40,36,49,40,28,37,36,27,18
Serbia 2 - 3 Switzerland,Switzerland_Serbia,47,Switzerland,Serbia,4231,AKANJI Manuel,5,CD,9496.5,4033.2,4117.7,815.8,355.2,174.7,77,32,31.5,51,43,17,55,36,38,45,40,48,40,40,45,41,30,36,36,32,17
Brazil 1 - 0 Switzerland,Switzerland_Brazil,31,Switzerland,Brazil,4231,ELVEDI Nico,4,CD,9292.9,3299.9,4517.3,834.5,514.8,126.4,91,40,30.3,55,39,19,55,32,41,44,36,53,42,38,49,39,25,37,34,22,18
Switzerland 1 - 0 Cameroon,Switzerland_Cameroon,13,Switzerland,Cameroon,4231,ELVEDI Nico,4,CD,9736.1,3534.2,4681.1,971.7,411.8,136.3,100,37,32.8,53,40,19,53,32,44,43,37,52,40,36,49,40,28,37,36,27,18
Serbia 2 - 3 Switzerland,Switzerland_Serbia,47,Switzerland,Serbia,4231,EMBOLO Breel,7,FW,9249.9,4260.5,3134.8,1132.2,408.8,314.5,101,42,32.1,51,43,17,55,36,38,45,40,48,40,40,45,41,30,36,36,32,17
Brazil 1 - 0 Switzerland,Switzerland_Brazil,31,Switzerland,Brazil,4231,FREULER Remo,8,CM,11695,3527.2,5502.5,1918,677.1,70.2,159,48,28.5,55,39,19,55,32,41,44,36,53,42,38,49,39,25,37,34,22,18
Switzerland 1 - 0 Cameroon,Switzerland_Cameroon,13,Switzerland,Cameroon,4231,FREULER Remo,8,CM,11744.1,3744,5412.9,1852.1,622.4,112.7,160,45,27.8,53,40,19,53,32,44,43,37,52,40,36,49,40,28,37,36,27,18
Serbia 2 - 3 Switzerland,Switzerland_Serbia,47,Switzerland,Serbia,4231,FREULER Remo,8,CM,12783.5,4089.5,5684.8,1959.7,938.3,109.9,171,63,29,51,43,17,55,36,38,45,40,48,40,40,45,41,30,36,36,32,17
Brazil 1 - 0 Switzerland,Switzerland_Brazil,31,Switzerland,Brazil,4231,RODRIGUEZ Ricardo,13,FB,9187.5,3936.8,3624.5,991.3,473.2,161.7,96,39,31.1,55,39,19,55,32,41,44,36,53,42,38,49,39,25,37,34,22,18
Switzerland 1 - 0 Cameroon,Switzerland_Cameroon,13,Switzerland,Cameroon,4231,RODRIGUEZ Ricardo,13,FB,9150.2,3709.5,3575,1160.2,599.3,106.1,106,44,31.4,53,40,19,53,32,44,43,37,52,40,36,49,40,28,37,36,27,18
Serbia 2 - 3 Switzerland,Switzerland_Serbia,47,Switzerland,Serbia,4231,RODRIGUEZ Ricardo,13,FB,10230.1,4620.9,3548.8,1210.2,648.6,202.6,106,46,30.1,51,43,17,55,36,38,45,40,48,40,40,45,41,30,36,36,32,17
Serbia 2 - 3 Switzerland,Switzerland_Serbia,47,Switzerland,Serbia,4231,SCHAER Fabian,22,CD,9439.4,4361.9,3644.6,898.6,423.8,109.5,78,36,30.8,51,43,17,55,36,38,45,40,48,40,40,45,41,30,36,36,32,17
Switzerland 1 - 0 Cameroon,Switzerland_Cameroon,13,Switzerland,Cameroon,4231,WIDMER Silvan,3,FB,10648.3,3365.9,4746,1392.8,762.4,382.3,134,59,32.8,53,40,19,53,32,44,43,37,52,40,36,49,40,28,37,36,27,18
Serbia 2 - 3 Switzerland,Switzerland_Serbia,47,Switzerland,Serbia,4231,WIDMER Silvan,3,FB,10726.9,3814.5,4710.2,1390.2,584.6,227.4,128,45,33.8,51,43,17,55,36,38,45,40,48,40,40,45,41,30,36,36,32,17
Brazil 1 - 0 Switzerland,Switzerland_Brazil,31,Switzerland,Brazil,4231,XHAKA Granit,10,CM,11058.1,3055.4,5505.8,1794.7,573.9,128.3,145,47,28.1,55,39,19,55,32,41,44,36,53,42,38,49,39,25,37,34,22,18
Switzerland 1 - 0 Cameroon,Switzerland_Cameroon,13,Switzerland,Cameroon,4231,XHAKA Granit,10,CM,11671.4,3266.8,5315.2,2034.3,855.5,199.6,175,54,31.5,53,40,19,53,32,44,43,37,52,40,36,49,40,28,37,36,27,18
Serbia 2 - 3 Switzerland,Switzerland_Serbia,47,Switzerland,Serbia,4231,XHAKA Granit,10,CM,12107.8,3652.9,5288.7,2128.6,863.3,173.1,172,62,29.4,51,43,17,55,36,38,45,40,48,40,40,45,41,30,36,36,32,17
Tunisia 0 - 1 Australia,Tunisia_Australia,21,Tunisia,Australia,343,ABDI Ali,24,FB,11175.5,4055.6,4339.5,1361.2,998,421.3,127,72,34.2,54,38,23,53,32,44,42,35,55,41,39,46,41,36,37,36,29,17
Denmark 0 - 0 Tunisia,Tunisia_Denmark,6,Tunisia,Denmark,343,ABDI Ali,24,FB,10694.8,4305.7,3629.8,1357.2,1044.9,358.3,128,76,32.7,54,40,17,56,35,39,42,39,51,42,36,45,43,26,36,37,23,19
Denmark 0 - 0 Tunisia,Tunisia_Denmark,6,Tunisia,Denmark,343,BRONN Dylan,6,CD,10099,4393.1,4259.8,1031.1,355.5,59.6,90,29,28.3,54,40,17,56,35,39,42,39,51,42,36,45,43,26,36,37,23,19
Tunisia 1 - 0 France,Tunisia_France,38,Tunisia,France,343,GHANDRI Nader,5,CD,9072.7,3925.7,3899.4,808.4,306.7,133.4,81,23,32,55,35,20,58,31,40,44,37,51,42,35,48,41,26,38,37,19,20
Tunisia 1 - 0 France,Tunisia_France,38,Tunisia,France,343,KECHRIDA Wajdi,21,FB,9907.1,4205.6,3208.9,1100.7,758.9,633.1,104,62,34.9,55,35,20,58,31,40,44,37,51,42,35,48,41,26,38,37,19,20
Tunisia 1 - 0 France,Tunisia_France,38,Tunisia,France,343,LAIDOUNI Aissa,14,CM,11355.3,4166.3,5164.4,1321.8,447.4,255.5,105,37,34.1,55,35,20,58,31,40,44,37,51,42,35,48,41,26,38,37,19,20
Tunisia 1 - 0 France,Tunisia_France,38,Tunisia,France,343,MAALOUL Ali,12,FB,10868.4,3987.6,4428.9,1929.1,420.6,101.1,148,34,31.6,55,35,20,58,31,40,44,37,51,42,35,48,41,26,38,37,19,20
Tunisia 0 - 1 Australia,Tunisia_Australia,21,Tunisia,Australia,343,MERIAH Yassine,4,CD,9719.4,3767.3,4429.1,948.6,400.4,174,85,36,32.2,54,38,23,53,32,44,42,35,55,41,39,46,41,36,37,36,29,17
Denmark 0 - 0 Tunisia,Tunisia_Denmark,6,Tunisia,Denmark,343,MERIAH Yassine,4,CD,9504,3900.4,4203.6,978.9,317.4,103.6,89,28,32.5,54,40,17,56,35,39,42,39,51,42,36,45,43,26,36,37,23,19
Tunisia 1 - 0 France,Tunisia_France,38,Tunisia,France,343,MERIAH Yassine,4,CD,8906.4,4178,3451.2,756.2,296.6,224.4,75,30,31.3,55,35,20,58,31,40,44,37,51,42,35,48,41,26,38,37,19,20
Tunisia 0 - 1 Australia,Tunisia_Australia,21,Tunisia,Australia,343,MSAKNI Youssef,7,FW,9960.8,4072,3969.4,1191.3,559.8,168.3,107,42,30.5,54,38,23,53,32,44,42,35,55,41,39,46,41,36,37,36,29,17
Tunisia 0 - 1 Australia,Tunisia_Australia,21,Tunisia,Australia,343,SKHIRI Ellyes,17,CM,12823,3645.6,6183.2,2029.9,856.6,109,153,56,29.2,54,38,23,53,32,44,42,35,55,41,39,46,41,36,37,36,29,17
Denmark 0 - 0 Tunisia,Tunisia_Denmark,6,Tunisia,Denmark,343,SKHIRI Ellyes,17,CM,13141.2,3558.6,6384,2274.7,780.6,143.2,189,66,28.5,54,40,17,56,35,39,42,39,51,42,36,45,43,26,36,37,23,19
Tunisia 1 - 0 France,Tunisia_France,38,Tunisia,France,343,SKHIRI Ellyes,17,CM,13218.9,3725.1,6249.9,2349,724.4,170.5,178,52,30.5,55,35,20,58,31,40,44,37,51,42,35,48,41,26,38,37,19,20
Tunisia 0 - 1 Australia,Tunisia_Australia,21,Tunisia,Australia,343,SLITI Naim,23,FW,11323.1,4099,4557.5,1750.6,690.7,226.5,147,56,29.7,54,38,23,53,32,44,42,35,55,41,39,46,41,36,37,36,29,17
Tunisia 0 - 1 Australia,Tunisia_Australia,21,Tunisia,Australia,343,TALBI Montassar,3,CD,10436.9,4074.6,4259.3,1346.4,600.1,156.6,133,47,30.2,54,38,23,53,32,44,42,35,55,41,39,46,41,36,37,36,29,17
Denmark 0 - 0 Tunisia,Tunisia_Denmark,6,Tunisia,Denmark,343,TALBI Montassar,3,CD,10152,3997.9,4508.5,1173.6,374.6,98.5,104,38,31,54,40,17,56,35,39,42,39,51,42,36,45,43,26,36,37,23,19
Tunisia 1 - 0 France,Tunisia_France,38,Tunisia,France,343,TALBI Montassar,3,CD,9858.2,4061.6,4182.8,882.3,477.1,254.3,86,37,31.5,55,35,20,58,31,40,44,37,51,42,35,48,41,26,38,37,19,20
Ghana 0 - 2 Uruguay,Uruguay_Ghana,45,Uruguay,Ghana,442,GIMENEZ Jose Maria,2,DF,10189.5,4018.7,4422.2,1345,335.2,68.3,110,29,28.7,48,38,21,52,35,41,41,40,50,38,37,47,36,27,35,33,25,17
Ghana 0 - 2 Uruguay,Uruguay_Ghana,45,Uruguay,Ghana,442,VARELA Guillermo,13,DF,10672,4156.7,4474.8,1107.8,720.4,212.4,100,52,32.2,48,38,21,52,35,41,41,40,50,38,37,47,36,27,35,33,25,17
Ghana 0 - 2 Uruguay,Uruguay_Ghana,45,Uruguay,Ghana,442,VALVERDE Federico,15,MF,11175.4,3273.3,5020,1848.4,814.7,220.2,150,61,31.2,48,38,21,52,35,41,41,40,50,38,37,47,36,27,35,33,25,17
Ghana 0 - 2 Uruguay,Uruguay_Ghana,45,Uruguay,Ghana,442,OLIVERA Mathias,16,DF,11449.9,4069.3,4647.5,1765.6,628.6,337.8,151,56,31.9,48,38,21,52,35,41,41,40,50,38,37,47,36,27,35,33,25,17
Ghana 0 - 2 Uruguay,Uruguay_Ghana,45,Uruguay,Ghana,442,COATES Sebastian,19,DF,8770,3996.5,3467.7,962.1,283.3,60.5,81,24,27.9,48,38,21,52,35,41,41,40,50,38,37,47,36,27,35,33,25,17
IR Iran 0 - 1 USA,USA_IR Iran,34,USA,IR Iran,433,ADAMS Tyler,4,CM,12943,3458.4,5534.4,2649.4,1044.5,256.3,209,78,33,53,41,20,54,34,40,44,38,52,38,39,50,39,29,38,36,21,20
Netherlands 3 - 1 USA,USA_Netherlands,49,USA,Netherlands,433,ADAMS Tyler,4,CM,11844.6,3232.4,5309.9,1875,971.3,456,176,72,32.7,52,39,22,52,34,39,41,35,55,41,36,48,39,26,37,32,28,17
USA 1 - 1 Wales,USA_Wales,4,USA,Wales,433,ADAMS Tyler,4,CM,13127.7,3338.4,5944.2,2624.2,958.3,263.9,194,69,32.4,55,40,22,54,33,41,43,36,54,39,33,48,38,26,37,33,23,15
IR Iran 0 - 1 USA,USA_IR Iran,34,USA,IR Iran,433,CARTER-VICKERS Cameron,20,CD,10156.5,3870.7,4127.6,1526.5,464.2,168.6,122,38,30.7,53,41,20,54,34,40,44,38,52,38,39,50,39,29,38,36,21,20
IR Iran 0 - 1 USA,USA_IR Iran,34,USA,IR Iran,433,MUSAH Yunus,6,CM,12802.8,3970.2,4922.7,2194.4,1258.5,457.1,186,83,31.7,53,41,20,54,34,40,44,38,52,38,39,50,39,29,38,36,21,20
Netherlands 3 - 1 USA,USA_Netherlands,49,USA,Netherlands,433,MUSAH Yunus,6,CM,12143.6,3475.5,5272.8,2116.6,913.2,365.5,185,68,31.2,52,39,22,52,34,39,41,35,55,41,36,48,39,26,37,32,28,17
Netherlands 3 - 1 USA,USA_Netherlands,49,USA,Netherlands,433,PULISIC Christian,10,WG,11986.4,3296.3,5541.3,1904.6,817.5,427.9,165,68,32.5,52,39,22,52,34,39,41,35,55,41,36,48,39,26,37,32,28,17
USA 1 - 1 Wales,USA_Wales,4,USA,Wales,433,PULISIC Christian,10,WG,12687.4,3590.5,5704.3,2269.8,869.1,252.5,209,65,30.3,55,40,22,54,33,41,43,36,54,39,33,48,38,26,37,33,23,15
IR Iran 0 - 1 USA,USA_IR Iran,34,USA,IR Iran,433,REAM Tim,13,CD,10193.3,4097.7,3912.2,1398.5,531.1,254.8,124,38,30.6,53,41,20,54,34,40,44,38,52,38,39,50,39,29,38,36,21,20
Netherlands 3 - 1 USA,USA_Netherlands,49,USA,Netherlands,433,REAM Tim,13,CD,9603.7,3797.3,3726.2,1263.8,606,209.4,112,43,31.5,52,39,22,52,34,39,41,35,55,41,36,48,39,26,37,32,28,17
USA 1 - 1 Wales,USA_Wales,4,USA,Wales,433,REAM Tim,13,CD,10402.6,4152.7,3930.1,1491.7,690.7,137.3,124,52,30.6,55,40,22,54,33,41,43,36,54,39,33,48,38,26,37,33,23,15
IR Iran 0 - 1 USA,USA_IR Iran,34,USA,IR Iran,433,ROBINSON Antonee,5,FB,11674.9,4248.5,4532.2,1515.4,852.3,527.7,135,80,33.1,53,41,20,54,34,40,44,38,52,38,39,50,39,29,38,36,21,20
Netherlands 3 - 1 USA,USA_Netherlands,49,USA,Netherlands,433,ROBINSON Antonee,5,FB,10294.7,3624.8,3885.2,1525.7,722.7,536.4,138,59,34,52,39,22,52,34,39,41,35,55,41,36,48,39,26,37,32,28,17
USA 1 - 1 Wales,USA_Wales,4,USA,Wales,433,ROBINSON Antonee,5,FB,11856.3,4187.6,4544.5,1509.3,896.3,717.3,145,81,35.4,55,40,22,54,33,41,43,36,54,39,33,48,38,26,37,33,23,15
Netherlands 3 - 1 USA,USA_Netherlands,49,USA,Netherlands,433,ZIMMERMAN Walker,3,CD,10245.3,3385,4985.4,1165.9,539.9,169,104,44,32.1,52,39,22,52,34,39,41,35,55,41,36,48,39,26,37,32,28,17
USA 1 - 1 Wales,USA_Wales,4,USA,Wales,433,ZIMMERMAN Walker,3,CD,10851.3,3637.3,5312.8,1298.9,456.8,144.3,119,40,32.3,55,40,22,54,33,41,43,36,54,39,33,48,38,26,37,33,23,15
Wales 0 - 2 IR Iran,Wales_IR Iran,17,Wales,IR Iran,343,BALE Gareth,11,FW,10036.4,4084.8,4127,1409.1,351.3,64.2,118,30,29,55,41,20,58,34,38,46,38,53,41,39,45,42,33,38,31,30,10
Wales 0 - 2 IR Iran,Wales_IR Iran,17,Wales,IR Iran,343,DAVIES Ben,4,CD,10150.9,3744.7,4197.4,1424.2,557.3,228.4,117,40,30.5,55,41,20,58,34,38,46,38,53,41,39,45,42,33,38,31,30,10
Wales 0 - 2 IR Iran,Wales_IR Iran,17,Wales,IR Iran,343,MEPHAM Chris,5,CD,10234.3,4263.6,3847.1,1289.5,492.3,342.9,119,39,31.4,55,41,20,58,34,38,46,38,53,41,39,45,42,33,38,31,30,10
Wales 0 - 2 IR Iran,Wales_IR Iran,17,Wales,IR Iran,343,MOORE Kieffer,13,FW,11001.6,4058.5,4365.4,1385.1,914.2,277.2,137,75,32.7,55,41,20,58,34,38,46,38,53,41,39,45,42,33,38,31,30,10
Wales 0 - 2 IR Iran,Wales_IR Iran,17,Wales,IR Iran,343,RODON Joe,6,CD,9790.8,3993.7,4009.3,909.6,480.7,397.5,94,45,34.4,55,41,20,58,34,38,46,38,53,41,39,45,42,33,38,31,30,10
Wales 0 - 2 IR Iran,Wales_IR Iran,17,Wales,IR Iran,343,WILLIAMS Neco,3,FB,10915,3782.1,4300.5,1671.1,827.4,335.1,147,63,31.7,55,41,20,58,34,38,46,38,53,41,39,45,42,33,38,31,30,10
